nomer_material,tipe_material,nama_material,sat,berat,harga material,pasang_rab,bongkar,jenis_material,kategori_material
237,2,Tiang Beton 11 - 200 daN + E  (524/U/2009),B,900.00,4.439.661,1.325.750,795.450,MDU PUSAT,PLN
238,2,Tiang Beton 11 - 350 daN (524/U/2009),B,925.00,5.980.453,1.395.523,837.314,MDU PUSAT,PLN
239,2,Tiang Beton 11 - 350 daN + E (524/U/2009),B,925.00,5.980.453,1.395.523,837.314,MDU PUSAT,PLN
240,2,Tiang Beton 12 - 200 daN (524/U/2009),B,1000,6.210.394,1.446.270,867.762,MDU PUSAT,PLN
241,2,Tiang Beton 12 - 350 daN  (524/U/2009),B,1001,6.850.711,1.522.393,913.436,MDU PUSAT,PLN
242,2,Tiang Beton 12 - 350 daN + E BC,B,1002,6.850.711,1.522.393,913.436,MDU PUSAT,PLN
243,2,Tiang Beton 13 - 350 daN + E,B,1150,6.702.592,1.928.000,1.156.800,NON MDU,TUNAI
244,2,Tiang Beton 13 - 350 daN + E BC,B,1000,6.702.592,1.928.000,1.156.800,MDU PUSAT,PLN
245,2,Tiang Beton 14 - 350 daN + E,B,1350,8.280.220,1.687.312,1.012.387,MDU PUSAT,PLN
246,2,Tiang Beton 14 - 350 daN + E BC,B,1150,8.280.220,1.687.312,1.012.387,MDU PUSAT,PLN
247,2,Tiang Beton 9 - 200 daN,B,350.00,3.150.830,1.103.660,662.196,NON MDU,TUNAI
248,2,Tiang Beton 9 - 200 daN + E,B,530.00,3.150.830,1.103.660,662.196,MDU PUSAT,PLN
249,2,Tiang Beton 9 - 200 daN + E BC,B,530.00,3.150.830,1.103.660,662.196,MDU PUSAT,PLN
250,1,Timah Segel,B,0.20,78.032,1.750,1.050,NON MDU,TUNAI
251,1,Timah solder + pasta,Ls,0.30,3.171,2.000,1.200,NON MDU,TUNAI
252,1,Terminal Lug 50 mm - Cu/Al (507/U/2009),B,0.40,81.167,12.748,7.649,NON MDU,TUNAI
253,1,Trafo Distribusi 20 kV 3 PH 50 KVA Yzn5 ( D3 ),B,465.50,22.553.316,901.216,540.730,MDU PUSAT,PLN
254,1,Trafo Distribusi 20 kV 3 PH 100 KVA Yzn5 ( D3 ),B,680.50,33.126.830,1.001.352,600.811,MDU PUSAT,PLN
255,1,Trafo Distribusi 20 kV 3 PH 160 KVA Yzn5 ( D3 ),B,885.50,34.238.060,1.201.622,720.973,MDU PUSAT,PLN
256,1,Trafo Distribusi 20 kV 3 PH 200 KVA Dyn5 ( D3 ),B,1350,38.791.987,1.301.757,781.054,MDU PUSAT,PLN
257,1,Trafo Distribusi 20 kV 3 PH 250 KVA Dyn5 ( D3 ),B,1250,45.491.117,1.502.027,901.216,MDU PUSAT,PLN
258,1,Trafo Single Phase 25 kVA s/d 50 kVA,B,57.46,0,801.081,480.649,MDU PUSAT,PLN
259,1,"Cross Arm UNP-80 - 6000 (l=45mm,t=3,5mm,tgg=80mm)",B,37.75,934.227,85.657,51.394,NON MDU,TUNAI
260,1,"Besi siku L.50.50.4,5 - 6000",B,20.24,691.152,51.683,31.010,NON MDU,TUNAI
261,1,"Besi siku L.35.35.2,5 - 6000",B,7.95,0,0,0,NON MDU,TUNAI
262,1,"Besi plat - 6000 (l=44mm, t=6mm)",B,12.43,0,0,0,NON MDU,TUNAI
263,1,"Besi plat - 6000 (l=35mm, t=6mm)",B,9.89,0,0,0,NON MDU,TUNAI
264,1,Transformer Platform for 1 Pole (Konst. SPLN D3),S,74.05,0,0,0,NON MDU,TUNAI
265,1,Transformer Platform for 2 Pole (Konst. SPLN D3),S,94.04,0,0,0,NON MDU,TUNAI
266,1,"Turn Buckle TM 3/4"" (7000 kg) - TM - (l=44mm, t=6mm)",B,2.60,172.112,17.384,10.431,NON MDU,TUNAI
267,1,"Turn Buckle TR 5/8"" (4000 kg) - TR - (l=35mm, t=6mm)",S,1.80,130.764,16.225,9.735,NON MDU,TUNAI
268,1,Twisted Cable 2 x 10 mm² - Al,M,0.55,4.140,2.318,1.391,MDU PUSAT,PLN
269,1,Twisted Cable 3 x 50 + 1 x 35mm²,M,0.77,34.095,11.632,6.979,NON MDU,TUNAI
270,1,Twisted Cable 4 x 16 mm²,M,1.10,12.300,10.431,6.258,MDU UP3,PLN
271,1,U - Bolt + Steel Plate TM/TR Bolt M.18 + 2 nut,S,1.55,97.053,6.374,3.825,NON MDU,TUNAI
272,1,"U - Strap - TM - (l=44mm, t=6mm)",B,1.02,50.450,6.954,4.172,NON MDU,TUNAI
273,1,"L Bow PVC 2""",B,0.50,36.119,6.664,3.998,NON MDU,TUNAI
274,1,"L Bow PVC 3""",B,0.65,62.777,6.954,4.172,NON MDU,TUNAI
275,1,Union Zadel 5/8 mm,B,0.00,0,0,0,NON MDU,TUNAI
276,1,"Verlenk stuck Pipa 3"" - 3 mt - Medium",S,4.94,448.381,19.767,11.860,NON MDU,TUNAI
277,1,"Verlenk stuck Pipa 4"" - 3 mt - Medium",S,4.94,961.456,25.697,15.418,NON MDU,TUNAI
278,1,"Verlenk stuck Pipa 4"" - 4 mt - Medium",S,6.59,1.266.312,25.697,15.418,NON MDU,TUNAI
279,1,"Verlenk stuck Square Pipe 75x75x3,0 - 2 mt",S,14.00,0,0,0,NON MDU,TUNAI
280,1,Voetstuken lengkap dng bolt & nut,B,0.35,0,4.413,2.648,NON MDU,TUNAI
281,1,Wire Clip (510/U/2009),S,0.09,6.373,5.215,3.129,NON MDU,TUNAI
282,1,1 Unit External PT 20 kV (phasa-phasa),S,70.00,4.769.294,112.013,67.208,MDU PUSAT,PLN
283,1,"Box RTU protocol DNP 3, IEC (siap komunikasi GSM ) + Kabel data",S,25.00,0,347.684,208.610,NON MDU,TUNAI
284,1,Setting LBS Motorized,S,0.00,0,0,0,NON MDU,TUNAI
285,1,Line Tap Connector Cu - 25 mm / Klem C (507/U/2009),B,0.40,36.500,12.169,7.301,NON MDU,TUNAI
286,1,Line Tap Connector Cu - 50 mm / Klem C (507/U/2009),B,0.40,58.500,13.328,7.997,NON MDU,TUNAI
287,1,Line Tap Connector Cu - 150 mm / Klem C (507/U/2009),B,0.40,139.500,0,0,NON MDU,TUNAI
288,1,Bongkar Konstruksi TM-1 Murni & Retour,S,31.50,0,0,0,NON MDU,TUNAI
289,1,Bongkar Konstruksi TM-1 Numpang & Retour,S,33.50,0,0,0,NON MDU,TUNAI
290,1,Plat nama Penyulang Besar Double,,,0,0,0,NON MDU,TUNAI
291,1,Plat nama Penyulang Kecil,,,0,0,0,NON MDU,TUNAI
292,1,Plat Tembaga Uk.400 x 80 x 5 (untuk jumper Termination),B,1.43,422.306,26.356,15.814,NON MDU,TUNAI
293,1,Plat Tembaga Uk.600 x 50 x 5 (untuk jumper Termination),B,1.34,395.730,29.651,17.790,NON MDU,TUNAI
294,1,"Pipa PVC 4"" & Tutup jumperan",B,0.20,92.225,12.748,7.649,NON MDU,TUNAI
295,1,Cross Arm type 1.200 NP. 10,B,5.64,404.662,22.403,13.442,NON MDU,TUNAI
296,1,Segel Plastik,B,0.02,4.800,725,435,MDU UP3,PLN
297,1,Plat Tembaga 600 X 50 X5,,-,395.730,29.651,17.790,NON MDU,TUNAI
298,1,Galian Aspal & pengurugan kembali Aspal (tebal Aspal 30 cm + dipadatkan),M3,-,0,395.341,237.205,NON MDU,TUNAI
299,1,LV Insulator A1,B,0.80,76.432,8.692,5.215,MDU PUSAT,PLN
300,1,"Multi Chamber Arreter 24 kV - 1,5 kA MCA",S,1.70,0,0,0,MDU UP3,PLN
301,1,Glass Indicator MCA,B,-,0,0,0,NON MDU,TUNAI
302,1,Bracket Protection Device / Fitting Clamp MCA,B,-,8.858,4.056,2.434,NON MDU,TUNAI
303,1,Conductor Clamp + Bolt & Nut MCA,S,-,4.381,8.113,4.868,NON MDU,TUNAI
304,1,Twisted Cable 4 x 35 mm²,M,0.59,46.893,13.328,7.997,MDU UP3,PLN
305,1,Terminal Lug 240 mm - Al / Cu - 2 Hole (507/U/2009),B,0.20,273.938,14.487,8.692,NON MDU,TUNAI
306,1,Dudukan Trafo 1 Tiang Lengkap,S,-,4.746.632,628.032,376.819,NON MDU,TUNAI
307,1,Dudukan Trafo 2 Tiang Lengkap Plat Bordess,S,-,9.854.433,897.188,538.313,NON MDU,TUNAI
308,1,"MCCB 63 A , 25 kA, 3 Phs (Adj)",B,-,1.042.058,63.742,38.245,MDU UP3,PLN
309,1,"MCCB 80 A , 18 kA, 3 Phs (Fixed)",B,-,1.097.200,63.742,38.245,MDU UP3,PLN
310,1,"MCCB 100 A , 18 kA, 3 Phs (Fixed)",B,-,1.097.200,81.126,48.676,MDU UP3,PLN
311,1,"MCCB 125 A , 18 kA, 3 Phs (Fixed)",B,-,1.796.000,63.742,38.245,MDU UP3,PLN
312,1,"MCCB 160 A , 18 kA, 3 Phs (Fixed)",B,-,1.867.600,63.742,38.245,MDU UP3,PLN
313,1,"MCCB 200 A , 18 kA, 3 Phs (Fixed)",B,-,2.000.400,63.742,38.245,MDU UP3,PLN
314,1,"MCCB 225 A , 18 kA, 3 Phs (Fixed)",B,-,2.000.400,63.742,38.245,MDU UP3,PLN
315,1,"MCCB 250 A , 18 kA, 3 Phs (Fixed)",B,-,2.000.400,63.742,38.245,MDU UP3,PLN
316,1,"MCCB 300 A , 36 kA, 3 Phs (Fixed)",B,-,4.327.700,63.742,38.245,MDU UP3,PLN
317,1,,,-,0,0,0,NON MDU,TUNAI
318,1,NFA2X-T;3x70 + 1x50 mm2; 4x70 mm2,M,-,75.237,16.257,9.754,MDU PUSAT,PLN
319,1,"Relay Protection (OCR, DGR, EFR, UFR, OFR)",B,-,19.578.817,559.971,335.983,MDU UID,PLN
320,1,Terminasi Elastimold Single Core 95-300 mm2,S,-,13.755.170,1.650.156,990.094,NON MDU,TUNAI
321,1,Terminasi Elastimold Three Core 95-300 mm2,S,-,16.672.933,1.650.156,990.094,NON MDU,TUNAI
322,1,Tiang Besi 9 Meter 200 daN,B,-,4.394.730,580.105,348.063,MDU PUSAT,PLN
323,1,Cover Bushing Trafo,B,-,257.400,16.225,9.735,NON MDU,TUNAI
324,1,Cover FCO,B,-,292.500,16.225,9.735,NON MDU,TUNAI
325,1,Cover LA,B,-,147.000,16.225,9.735,NON MDU,TUNAI
326,1,"CT TR 100/5A ; Class 0,5S ; 5 VA (Window)",B,-,690.000,69.537,41.722,MDU UP3,PLN
327,1,"CT TR 150/5A ; Class 0,5S ; 5 VA (Window)",B,-,690.000,69.537,41.722,MDU UP3,PLN
328,1,"CT TR 200/5A ; Class 0,5S ; 5 VA (Window)",B,-,650.000,69.537,41.722,MDU UP3,PLN
329,1,"CT TR 250/5A ; Class 0,5S ; 5 VA (Window)",B,-,650.000,69.537,41.722,MDU UP3,PLN
330,1,"CT TR 300/5A ; Class 0,5S ; 5 VA (Window)",B,-,650.000,69.537,41.722,MDU UP3,PLN
331,1,UPS 1500 VA 220 VAC,B,-,68.043,14.487,8.692,MDU UID,PLN
332,1,"Pipa Galvanized 3"" - 4 meter (tebal= 2,5 mm)",B,32.37,378.887,25.038,15.023,NON MDU,TUNAI
333,1,"Pipa Galvanized 3/4"" - 6 meter (tebal= 1,6 mm)",B,6.01,211.163,10.431,6.258,NON MDU,TUNAI
334,1,"Pipa Galvanized 1"" - 6 meter (tebal= 2,0 mm)",B,9.17,0,0,0,NON MDU,TUNAI
335,1,"Pipa Galvanized 1,5"" - 6 meter (tebal= 2,0 mm)",B,13.61,401.403,8.938,5.363,NON MDU,TUNAI
336,1,"Pipa Galvanized 2"" - 6 meter (tebal= 2,5 mm)",B,21.27,734.315,29.651,17.790,NON MDU,TUNAI
337,1,"Pipa Galvanized 3"" - 6 meter (tebal= 2,5 mm)",B,32.37,1.167.947,39.534,23.720,NON MDU,TUNAI
338,1,"Pipa Galvanized 4"" - 6 meter (tebal= 3,2 mm)",B,52.94,1.860.104,30.968,18.581,NON MDU,TUNAI
339,1,"Pipa Galvanized 5"" - 6 meter (tebal= 4,0 mm)",B,80.50,1.956.961,46.123,27.674,NON MDU,TUNAI
340,1,"Pipa Galvanized 6"" - 6 meter (tebal= 5,0 mm)",B,118.38,4.316.282,52.153,31.292,NON MDU,TUNAI
341,1,Cross Arm UNP 100 x 50 x 5 - 2.500 - tumpu (501/U/2009),B,118.38,642.111,59.301,35.581,NON MDU,TUNAI
342,1,Besi siku 50 x 50 x 4 -900 mm,B,2.25,108.258,13.328,7.997,NON MDU,TUNAI
343,1,"Klem Begel U 7"" - TM - (l=44mm, t=6mm)",B,2.10,61.573,6.954,4.172,NON MDU,TUNAI
344,1,"Klem Begel U 8"" - TM - (l=44mm, t=6mm)",B,1.90,66.145,6.954,4.172,NON MDU,TUNAI
345,1,"Pipa Air 3"" - 1 meter ( medium ) + Sock Draad 3""",B,3.06,282.365,17.790,10.674,NON MDU,TUNAI
346,1,"Pipa Air 2"" - 1 meter ( medium ) + Sock Draad 2""",B,2.06,165.681,11.531,6.918,NON MDU,TUNAI
347,1,"Pipa Air 3"" - 2 meter ( medium ) + Sock Draad 3""",B,4.63,430.392,18.120,10.872,NON MDU,TUNAI
348,1,"Pipa Air 2"" - 2 meter ( medium ) + Sock Draad 2""",B,3.26,287.968,13.837,8.302,NON MDU,TUNAI
349,1,"Pipa Air 3"" - 1,5 meter ( medium ) u/ bawah LV Panel",B,3.84,0,0,0,NON MDU,TUNAI
350,1,"Pipa Air 2"" - 1,5 meter ( medium ) u/ bawah LV Panel",B,3.26,287.459,41.064,24.639,NON MDU,TUNAI
351,1,Cross Arm type 2.000 NP. 8,B,8.93,369.782,46.123,27.674,NON MDU,TUNAI
352,1,Cross Arm type 2.000 NP.10,B,14.28,495.328,46.123,27.674,NON MDU,TUNAI
353,1,Heat Shrink u/ tanda phasa,B,0.02,131.910,13.001,7.801,NON MDU,TUNAI
354,1,Cross Arm type 2.500 NP. 65,B,7.23,396.664,39.534,23.720,NON MDU,TUNAI
355,1,Besi Siku L 50 x 50 x 1000 Tiang Pagar luar kiri & kanan,S,3.50,135.110,14.496,8.698,NON MDU,TUNAI
356,1,Besi Siku L 50 x 50 x 2500 u/ Pelat Bordes,S,8.75,328.435,17.131,10.279,NON MDU,TUNAI
357,1,Besi Siku L 50 x 50 x 2500 u/ pengaman pagar belakang,S,8.75,328.435,17.131,10.279,NON MDU,TUNAI
358,1,Besi Siku L 50 x 50 x 260 u/ tempat kayu penghalang,S,0.91,36.000,6.954,4.172,NON MDU,TUNAI
359,1,Besi Siku L 50 x 50 x 465 u/ penghubung,S,1.82,57.824,8.113,4.868,NON MDU,TUNAI
360,1,Cross Arm type 1.500 NP - 8,S,5.96,270.923,17.790,10.674,NON MDU,TUNAI
361,1,Cross Arm type 750 NP - 8 u/ dudukan trafo,S,2.98,136.784,9.561,5.737,NON MDU,TUNAI
362,1,Pelat Bordes 2500 x 30 x 3,S,4.50,293.698,16.888,10.133,NON MDU,TUNAI
363,1,"Penghalang kayu jati 60 x 40 x 2500 / Besi siku L.50.50.4,5",S,2.50,176.583,28.974,17.384,NON MDU,TUNAI
364,2,Tiang Beton 12 - 200 daN + E (524/U/2009),B,1000,6.210.394,1.446.270,867.762,MDU PUSAT,PLN
365,1,"LV Panel 250A s/d 400A, lubang atas",S,60.00,0,849.080,509.448,MDU PUSAT,PLN
366,1,AAAC - S 150 sqmm ( ex. J - Proc ),M,0.61,26.310,5.322,3.193,MDU PUSAT,PLN
367,1,Angkutan Material Gresik - Bawean,RIT,-,0,0,0,NON MDU,TUNAI
368,1,CT TM Indoor 10-20/5-5 sd 400-,B,18.00,2.361.100,118.602,71.161,MDU PUSAT,PLN
369,1,CT TM Indoor 50-100/5-5 (Ring),B,18.00,7.415.080,118.602,71.161,MDU PUSAT,PLN
370,1,PT TM Indoor 20000/V3 : 100/V3,B,-,3.710.980,98.835,59.301,MDU PUSAT,PLN
371,1,,-,-,0,0,0,NON MDU,TUNAI
372,1,NFA2XSEY-T 3 x 150 + 1 x 95 mm2 - CWS ( ex. J - Proc ),M,5.29,62.107,46.103,27.662,MDU UP4,PLN
373,1,NA2XSEYBY 3 x 240 mm2 ( ex. J - Proc ),M,12.43,434.745,46.103,27.662,MDU PUSAT,PLN
374,1,AAAC 150 sqmm ( ex. E - Proc ),M,0.47,26.872,4.657,2.794,MDU PUSAT,PLN
375,1,AAAC - S 150 sqmm ( ex. E - Proc ),M,0.61,26.310,5.322,3.193,MDU PUSAT,PLN
376,1,"Beugel Bev Gaspipj 3"" x 10""",B,-,86.337,9.742,5.845,NON MDU,TUNAI
377,1,"Verlog sox PVC 3"" - 4"" + isolasi pelindung",B,-,21.209,254,152,NON MDU,TUNAI
378,1,,,-,0,0,0,NON MDU,TUNAI
379,1,,,-,0,0,0,NON MDU,TUNAI
380,1,,,-,0,0,0,NON MDU,TUNAI
381,1,"LV Panel 630A, 4 Jurusan (SPLN D3.016-1 : 2010)-LBS",S,75.00,22.092.608,849.080,509.448,MDU PUSAT,PLN
382,1,"LV Panel 250A, 2 Jurusan (SPLN D3.016-1 : 2010)-MCCB",S,75.00,12.219.690,701.414,420.848,MDU PUSAT,PLN
383,1,Conn.press Al 35-50 mm + cover vinil untuk kumisan,B,0.40,22.600,11.589,6.954,NON MDU,TUNAI
384,1,Line Tap Connector ( type press ) 6-25 / 35-70 mm + heatshrink,B,0.40,17.537,13.328,7.997,NON MDU,TUNAI
385,1,Line Tap Connector ( type press ) 35-70 / 35-70 mm + scoth,B,0.40,24.692,13.328,7.997,NON MDU,TUNAI
386,1,TC 35 mm - 50 cm untuk kumisan,M,0.26,7.457,4.636,2.781,NON MDU,TUNAI
387,1,TC 3 x 70 + 1 x 50 sqmm ( ex. E - Proc ),M,1.05,0,16.257,9.754,NON MDU,TUNAI
388,1,"Ground Wire Clamp Type A - TM - (l=50mm, t=6mm, p=300mm)",B,1.02,59.412,9.561,5.737,NON MDU,TUNAI
389,1,"Ground Wire Clamp Type B - TM - (l=50mm, t=6mm, p=300mm)",B,1.02,59.412,9.561,5.737,NON MDU,TUNAI
390,1,"Ground Wire Clamp Type C - TM - (l=50mm, t=6mm, p=300mm)",B,1.50,80.630,9.561,5.737,NON MDU,TUNAI
391,1,"Cousen/Thimble - (t=2,5mm)",B,0.01,10.646,2.608,1.565,NON MDU,TUNAI
392,1,Preformed Termination 22 mm,B,0.25,29.040,14.487,8.692,NON MDU,TUNAI
393,1,Wire Clip 22 mm,B,0.04,6.373,5.215,3.129,NON MDU,TUNAI
394,1,Galvanized Steel Wire 22 mm,M,0.22,12.479,3.295,1.977,NON MDU,TUNAI
395,1,Bolt & Nut M.8 x 30,B,0.14,2.796,2.318,1.391,NON MDU,TUNAI
396,1,Suspension Clamp 50 mm,B,0.20,29.500,8.204,4.922,NON MDU,TUNAI
397,1,Strain Clamp 50 mm,B,0.30,88.000,7.299,4.379,NON MDU,TUNAI
398,1,"Single Guy Wire Band 6"" - TR - (l=35mm, t=6mm)",S,1.40,64.923,10.603,6.362,NON MDU,TUNAI
399,1,"Single Arm Band 6"" - TR (l=35mm, t=6mm)",B,2.24,80.555,10.431,6.258,NON MDU,TUNAI
400,1,Square pipe 75 x 75 x 3 - 3000,B,21.00,0,0,0,NON MDU,TUNAI
401,1,"L Bow Besi 2""",B,0.50,130.110,7.533,4.520,NON MDU,TUNAI
402,1,"L Bow Besi 3""",B,0.65,233.276,8.113,4.868,NON MDU,TUNAI
403,1,Bundl.Cond.3x50 + 1x35 mm - 50 cm ( kumis ),B,0.40,35.155,12.732,7.639,NON MDU,TUNAI
404,1,"Cross Arm UNP 100 x 50 x 5 - 2.000 - tarik - (l=50mm, t=5mm, tgg=100mm)",B,16.80,495.328,46.123,27.674,NON MDU,TUNAI
405,1,"Cross Arm UNP 100 x 50 x 5 - 2.000 - tumpu - (l=50mm, t=5mm, tgg=100mm)",B,16.80,495.328,46.123,27.674,NON MDU,TUNAI
406,1,C Clamp 25 mm,B,0.40,34.460,5.430,3.258,NON MDU,TUNAI
407,1,"Square pipe 75 x 75 x 3,2 - 3000 - tumpu (522/U/2009)",B,24.00,0,0,0,NON MDU,TUNAI
408,1,"Square pipe 75 x 75 x 3,2 - 6000 - tumpu (522/U/2009)",B,42.00,0,0,0,NON MDU,TUNAI
409,1,"Pipa Air 3"" - 2 meter ( medium 2,5mm )",B,8.38,430.392,18.120,10.872,NON MDU,TUNAI
410,1,Disconnecting Switch 20 kV - … A Out Door,U,42.00,13.025.729,225.030,135.018,MDU UP3,PLN
411,1,"Disconnecting Switch 20 kV - … A In Door - 25,8 kV",U,42.00,0,153.149,91.889,MDU UP3,PLN
412,1,"Besi Siku L 50x50x4,5 mm - 2500 mm",B,1.40,328.435,17.131,10.279,NON MDU,TUNAI
413,1,"Single Guy Wire Band 8"" - TM (l=44mm, t=3,5 mm) untuk Ground Shield Wire",S,1.10,86.625,14.487,8.692,NON MDU,TUNAI
414,1,"Arm Tie Band 8"" ~ 9"" - - TM (l=44mm, t=3,5 mm) untuk Ground Shield Wire",S,1.10,83.629,25.898,15.539,NON MDU,TUNAI
415,1,APIK 1 ( Posisi di Insulator @ 1 mtr = 3 bh),Titik,1.20,0,0,0,NON MDU,TUNAI
416,1,APIK 2 ( Posisi di Konduktor @ 4 meter ),Mtr,1.20,0,0,0,NON MDU,TUNAI
417,1,Live Line Connector / LTC 50-150,B,0.50,289.676,39.185,23.511,NON MDU,TUNAI
418,1,Live Line Connector / LTC 70-150,B,0.60,289.450,44.300,26.580,NON MDU,TUNAI
419,1,Polymer Cut Out Switch 24 Kv - 100 kA,S,1.50,902.054,18.543,11.126,MDU PUSAT,PLN
420,1,Polymer Arrester 24 kV - 10 kA,S,1.70,717.008,28.974,17.384,MDU PUSAT,PLN
421,1,"Battery Charger ( input 220 VAC, Output 24VDC, 65 Ah )",S,33.33,0,0,0,NON MDU,TUNAI
422,1,Automatic Transfer Switch lengkap dg Box,S,33.33,46.271.999,0,0,NON MDU,TUNAI
423,1,"DS out door 25,8 kV - 800 A",S,105.00,0,206.733,124.040,MDU UP3,PLN
424,1,LBS Motorized + RTU + Kabel Data,S,165.00,85.891.742,1.794.376,1.076.626,MDU PUSAT,PLN
425,1,Recloser Motorized + RTU + Kabel Data,S,185.00,183.935.660,2.242.971,1.345.782,MDU UID,PLN
426,1,Cubicle Pelanggan (LBS Non Motorized ),Unit,85.00,0,0,0,NON MDU,TUNAI
427,1,Cubicle Pelanggan ( CBOM ),Unit,85.00,0,0,0,NON MDU,TUNAI
428,1,"Besi Siku L 50x50x3,2 mm - 6000 mm",B,1.40,691.152,51.683,31.010,NON MDU,TUNAI
429,1,Suspension Clamp Bracket ( Load 700 kg ),B,0.65,26.700,12.241,7.344,NON MDU,TUNAI
430,1,Suspension Clamp,B,0.15,29.500,8.204,4.922,NON MDU,TUNAI
431,1,Tension Bracket ( Load 600 kg ),B,0.69,29.501,7.511,4.507,NON MDU,TUNAI
432,1,Strain Clamp (TR),B,0.47,0,0,0,NON MDU,TUNAI
433,1,"PVC 2"" - 50 cm",B,0.29,0,0,0,NON MDU,TUNAI
434,1,Dead End Tubes / Bundled End Protection + komplit,B,0.19,82.126,5.795,3.477,NON MDU,TUNAI
435,1,Plastic Strap,B,0.08,2.355,2.318,1.391,NON MDU,TUNAI
436,1,Isolated All. Binding - 4 mm Ø 6,M,0.10,9.135,5.795,3.477,NON MDU,TUNAI
437,1,Cross Arm UNP 100 x 50 x5 - 2.500 - tumpu,B,0.10,642.111,56.327,33.796,NON MDU,TUNAI
438,1,"Pipa Air 2"" - 2 meter ( medium )",B,2.79,255.132,13.254,7.952,NON MDU,TUNAI
439,1,Galian tanah & pengurugan kembali,M3,-,0,263.561,158.136,NON MDU,TUNAI
440,1,"Pipa Air 3"" - 2 meter ( medium 2,5mm ) + Plat GW Clamp Type A",B,4.19,430.392,18.120,10.872,NON MDU,TUNAI
441,1,Ground Wire Clamp Type A  ( Khusus Verlenk ),B,1.02,54.266,9.014,5.408,NON MDU,TUNAI
442,1,Kotak Box Terminal ( persiapan SLO ),B,0.19,47.296,2.043,1.226,MDU UID,PLN
443,1,LBS Motorized Non RTU,S,165.00,68.961.402,1.588.435,953.061,MDU PUSAT,PLN
444,1,LVCO + ACCESOSORIESS,B,0.29,0,0,0,MDU PUSAT,PLN
445,1,Joint Sleeve Non Tenion 150 mm,B,0.57,71.725,22.532,13.519,NON MDU,TUNAI
446,1,Klem C - 25/25 mm - Cu,B,0.20,45.623,6.674,4.004,NON MDU,TUNAI
447,1,"Penghalang Panjat / Anti climbing 9"" - 10"" (l=35mm, t=3,2mm, besi 10mm)",S,1.40,124.956,18.026,10.816,NON MDU,TUNAI
448,1,Tanda Bahaya Kecil,B,0.08,28.563,2.897,1.738,NON MDU,TUNAI
449,1,Under Frequency Relay ( UFR ),S,1.50,0,0,0,MDU UP3,PLN
450,1,Digital Timer range time 0 - 30 hari,B,0.05,0,0,0,NON MDU,TUNAI
451,1,"NYAF 1,5 mm² ( SPLN )",M,0.02,4.059,5.500,3.300,NON MDU,TUNAI
452,1,MCCB 63 s/d 300 A,B,2.50,0,63.615,38.169,MDU UP3,PLN
453,1,"Sock Draad Besi 3"" - 4""",B,0.65,108.460,12.144,7.286,NON MDU,TUNAI
454,1,OA Kast type I C1 Sistim Press cat powder coating,B,18.00,3.095.031,434.605,260.763,MDU UID,PLN
455,1,ZCT 50/5 - 100/5 A,B,1.20,0,295.332,177.199,NON MDU,TUNAI
456,1,Gembok Electronic,B,0.20,3.786.825,20.002,12.001,MDU UP3,PLN
457,1,NYY 4 x 4 mm u/ Wirring Panel,M,3.50,44.407,15.001,9.001,NON MDU,TUNAI
458,1,NYY 4 x 6 mm u/ Wirring Panel,M,4.50,66.782,20.002,12.001,NON MDU,TUNAI
459,1,,,-,0,0,0,NON MDU,TUNAI
460,1,Angkutan Material,km/ton,,0,0,0,NON MDU,TUNAI
461,1,Preformed Termination 110 mm,B,0.40,0,0,0,NON MDU,TUNAI
462,1,Polymer Pin Insulator 20 kV,S,0.55,212.400,6.663,3.998,MDU PUSAT,PLN
463,1,Polymer Strain Insulator 20 kV lengkap (SIR),S,4.00,230.501,11.259,6.756,MDU PUSAT,PLN
464,1,Plat Tembaga untuk sambungan Termination + baut,B,0.20,0,0,0,NON MDU,TUNAI
465,1,Begel Klem kaca mata + Bolt 3 u/Steel 70 mm,B,0.20,0,0,0,NON MDU,TUNAI
466,1,Guy Insulator LV (TR) - belimbing,B,0.80,59.375,6.501,3.900,NON MDU,TUNAI
467,1,Guy Insulator MV (TM) - belimbing,B,1.20,85.303,7.501,4.500,NON MDU,TUNAI
468,1,Pipa Wespex 25 mm untuk AAAC 150mm,M,1.10,20.600,22.364,13.418,NON MDU,TUNAI
469,1,Preformed Side Tie Double 150mm (Semi Cond/non metalic/Composite),B,0.20,200.250,8.692,5.215,NON MDU,TUNAI
470,1,"LV Panel 250A, 2 Jurusan (SPLN D3.016-1 : 2010)-LBS",S,75.00,11.379.240,701.414,420.848,MDU PUSAT,PLN
471,1,"LV Panel 400A, 4 Jurusan (SPLN D3.016-1 : 2010)-LBS",S,115.00,14.091.139,849.080,509.448,MDU PUSAT,PLN
472,1,Preformed Top Tie 150mm (Semi Cond/non metalic/Composite),B,0.20,106.000,11.589,6.954,NON MDU,TUNAI
473,1,Preformed Side Tie 150mm (Semi Cond/non metalic/Composite),B,0.20,106.000,8.692,5.215,NON MDU,TUNAI
474,1,"Pipa Air 2"" - 5 meter ( medium )  (555/U/2009)",B,2.06,639.861,19.108,11.465,NON MDU,TUNAI
475,1,"Pipa Air 2"" - 1 meter ( medium ) + draad u/L Bow besi",B,2.06,165.681,11.531,6.918,NON MDU,TUNAI
